((DATA ENGINEER,SAN FRANCISCO, CALIFORNIA,2011),3)
((DATA ENGINEER,SAN FRANCISCO, CALIFORNIA,2012),7)
((DATA ENGINEER,SAN FRANCISCO, CALIFORNIA,2015),33)
((DATA ENGINEER,MENLO PARK, CALIFORNIA,2013),10)
((DATA ENGINEER,MENLO PARK, CALIFORNIA,2014),13)
((DATA ENGINEER,MENLO PARK, CALIFORNIA,2016),35)
